#F f0_dabax.dat
#D Fri May  2 09:38:54 2008
#UT Parametrization of f0 (the non-dispersive part of the atomic scttering factor) vs sin(theta/lambda).
#UF0TYPE PARAMETRIZATION ; TABLE OR PARAMETRIZATION? 
#UIDL xf0
#C This file has been created using f0_xop.pro 
#C  This file belongs to the DABAX library. More information on
#C  DABAX can be found at:
#C  http://ftp.esrf.eu/pub/scisoft/DabaxFiles/
#UD Parametrization of f0 (the non-dispersive part of the atomic scttering factor) vs sin(theta/lambda).
#UD This file contains a Waasmaier&Kirfel-like parametrization 
#UD for the f0 data evaluated by Kissel using modified relativistic form
#UD factor [1]. For the fitting, model and the data error as in [2] are used.
#UD The parametrization was calculating by fitting the 
#UD original data in the RTAB database [1] (also in the DABAX file
#UD f0_mf_Kissel.dat) using the MPFIT IDL procedure of Markwardt
#UD (http://cow.physics.wisc.edu/~craigm/idl/idl.html) usind the 
#UD function [2]:
#UD    f0[k] = c + [SUM a_i*EXP(-b_i*(k^2)) ]
#UD                i=1,5
#UD
#UD  where k = sin(theta) / lambda and c, a_i and b_i
#UD  are the coefficients tabulated in this file (in columns:
#UD  a1  a2  a3  a4  a5  c  b1  b2  b3  b4  b5
#UD 
#UD References
#UD [1] L. Kissel, Radiation physics and chemistry 59 (2000) 185-200
#UD     available at: 
#UD     http://www-phys.llnl.gov/Research/scattering/RTAB.html
#UD [2] D. Waasmaier & A. Kirfel (Acta Cryst. (1995). A51, 416-413)
#UD 
#UD 
#UD  Remarks:
#UD  1) This file contains data for only neutral atoms. For ionic states
#UD     other DABAX files (like f0_WaasKirf.dat) could be used. 
#UD  2) The coefficients in this file are prepared for xop2.1 and are
#UD     unpublished. Some fitting parameters can be found in the keywords
#UD     for each element. The IDL program used to create it is available
#UD     under request (contact srio@esrf.fr) 
#UD  3) We created this file for being used as a default for XOP2.1. The 
#UD     reasons were two:
#UD     i) It is more practical to use a parametrization rather than to use 
#UD        the direct fata in file f0_mf.dat because of spped and storage 
#UD        reasons. 
#UD     ii) The previous defaulty file for XOP 2.0 was f0_WaasKirf.dat, which
#UD        contained a published parametrization [2], but the original data 
#UD        is from the International Tables for X-ray Crystallography, vol C,
#UD        (1995) Edited by AJC Wilson, Kluwer Academic Press, table 6.1.1.3
#UD        which contains data from multiple origins (and references). We 
#UD        prefer to use evaluated data in the same conditions for all elements
#UD        to keep some consistency in their origin.
#UD        Additionally, Kissel data for f1f2 and CrossSec are also used in XOP.
#UD 
#UD Column description: a1  a2  a3  a4  a5  c  b1  b2  b3 b4  b5
#UD 
#UD 
#UD Modified 2005-05-02 srio@esrf.eu, fixed WaasKird data in guess keyword

#S  1  H 
#N 11
#L a1  a2  a3  a4  a5  c  b1  b2  b3  b4  b5
#UO MPFIT End status:        7
#UO MPFIT Iterations:           41
#UO MPFIT Parameter error: [0.028242309,0.020248385,0.014038977,0.028629525,0.0023277653,6.4330346e-05,0.86729996,1.7325327,0.37672770,3.1751691,0.12257234]
#UO MPFIT Standard Dev:    1.1616029e-05
#UO MPFIT Max relative dev:        10.269206
#UO MPFIT Average relative dev:       0.68612216
#UP MPFIT guess (Waasmaier&Kirfel) data:      0.41304800     0.29495300     0.18749100     0.08070100     0.02373600     0.00004900    15.56994600    32.39846800     5.71140400    61.88987400     1.33411800
     0.30426303     0.45440815     0.07977026     0.15268426     0.00871624     0.00006937     9.61768510    23.52152246     3.33237545    53.49579285     0.80301704
#UO MPFIT Parameter error: [0.0012048129,0.00076379580,0.0013948344,0.0014466709,8161.9212,8161.9218,0.00027991618,2.7783404e-05,0.0037487958,0.10298057,3.0317594e-05]
#UO MPFIT Standard Dev:     0.0095337691
#UO MPFIT Max relative dev:      0.022598105
#UO MPFIT Average relative dev:     0.0053119653
#UP MPFIT guess (Waasmaier&Kirfel) data:     21.55131100    17.16173000    11.90385900     2.67910300     9.56419700    -3.87106800     2.99567500     0.31249100    17.71670500   152.19282500     0.01046800
    21.56386679    17.23892858    11.96705606     2.55058606  4645.78355064 -4640.56446888     2.91250166     0.30985101    16.75073376   139.14334527     0.00001725
#S  60  Nd
#N 11
#L a1  a2  a3  a4  a5  c  b1  b2  b3  b4  b5
#UO MPFIT End status:        7
#UO MPFIT Iterations:          403
#UO MPFIT Parameter error: [0.00064456543,8560.0069,0.0013905654,0.0014194488,0.0012151001,8560.0075,2.8874243e-05,2.3798887e-05,0.0034685079,0.095129794,0.00027014396]
#UO MPFIT Standard Dev:     0.0094702023
#UO MPFIT Max relative dev:      0.022294041
#UO MPFIT Average relative dev:     0.0051382305
#UP MPFIT guess (Waasmaier&Kirfel) data:     17.33124400    62.78392400    12.16009700     2.66348300    22.23995000   -57.18984200     0.30026900     0.00132000    17.02600100   148.74899300     2.91026800
    17.18849734  5256.12632558    12.33127623     2.58243269    22.21683582 -5250.92543157     0.29580553     0.00001461    15.88877581   133.41685838     2.79253798
#S  61  Pm
#N 11
#L a1  a2  a3  a4  a5  c  b1  b2  b3  b4  b5
#UO MPFIT End status:        7
#UO MPFIT Iterations:          424
#UO MPFIT Parameter error: [0.00068581210,8459.7854,0.0013427101,0.0012548276,0.0012233655,8459.7858,2.6992669e-05,2.0671102e-05,0.0030551397,0.083087160,0.00024616617]
#UO MPFIT Standard Dev:     0.0089588176
#UO MPFIT Max relative dev:      0.022785705
#UO MPFIT Average relative dev:     0.0050350807
#UP MPFIT guess (Waasmaier&Kirfel) data:     17.28638800    51.56016200    12.47855700     2.67551500    22.96094700   -45.97368200     0.28662000     0.00155000    16.22375500   143.98451200     2.79648000
    17.14790054  5467.09133967    12.67590249     2.61445255    22.89314617 -5461.92264966     0.28225651     0.00001335    15.09888908   128.17517281     2.67966474
#S  62  Sm
#N 11
#L a1  a2  a3  a4  a5  c  b1  b2  b3  b4  b5
#UO MPFIT End status:        7
#UO MPFIT Iterations:          375
#UO MPFIT Parameter error: [0.0012102974,6976.6319,0.0013254378,0.0012380758,0.00067588876,6976.6325,0.00022928409,2.5847595e-05,0.0028154463,0.077787359,2.7007792e-05]
#UO MPFIT Standard Dev:     0.0087609111
#UO MPFIT Max relative dev:      0.021885380
#UO MPFIT Average relative dev:     0.0051856985
#UP MPFIT guess (Waasmaier&Kirfel) data:     23.70036300    23.07221400    12.77778200     2.68421700    17.20436700   -17.45216600     2.68953900     0.00349100    15.49543700   139.86247300     0.27453600
    23.57776892  4336.95334631    13.01186004     2.65112019    17.09246464 -4331.80653530     2.57205344     0.00001606    14.35914195   123.21157749     0.26967441
#S  63  Eu
#N 11
#L a1  a2  a3  a4  a5  c  b1  b2  b3  b4  b5
#UO MPFIT End status:        7
#UO MPFIT Iterations:          391
#UO MPFIT Parameter error: [0.00067947549,8859.8987,0.0013765282,0.0012442993,0.0012257625,8859.8991,2.6510673e-05,2.2427996e-05,0.0026108407,0.077932066,0.00021646184]
#UO MPFIT Standard Dev:     0.0080492313
#UO MPFIT Max relative dev:      0.021034532
#UO MPFIT Average relative dev:     0.0050602831
#UP MPFIT guess (Waasmaier&Kirfel) data:     17.18619500    37.15683700    13.10338700     2.70724600    24.41927100   -31.58668700     0.26167800     0.00199500    14.78736000   134.81629900     2.58188300
    17.07135563  5126.49069186    13.33466886     2.65426567    24.27237487 -5121.36316596     0.25889588     0.00001297    13.73081795   120.24251547     2.47764087
#S  64  Gd
#N 11
#L a1  a2  a3  a4  a5  c  b1  b2  b3  b4  b5
#UO MPFIT End status:        7
#UO MPFIT Iterations:          349
#UO MPFIT Parameter error: [0.0013499943,0.00073088677,0.0014946731,0.0018130829,8632.1449,8632.1453,0.00021115934,2.6778845e-05,0.0030156488,0.056664859,2.6208580e-05]
#UO MPFIT Standard Dev:     0.0081837986
#UO MPFIT Max relative dev:      0.022084618
#UO MPFIT Average relative dev:     0.0051141192
#UP MPFIT guess (Waasmaier&Kirfel) data:     24.89811700    17.10495200    13.22258100     3.26615200    48.99521300   -43.50568400     2.43502800     0.24696100    13.99632500   110.86309100     0.00138300
    24.64625088    16.99747848    13.36466048     3.34514581  4543.57338365 -4538.49039355     2.34262325     0.24679775    12.90194424    95.39774603     0.00001379
#S  65  Tb
#N 11
#L a1  a2  a3  a4  a5  c  b1  b2  b3  b4  b5
#UO MPFIT End status:        7
#UO MPFIT Iterations:          335
#UO MPFIT Parameter error: [0.0012578852,7198.3938,0.0013648153,0.0011543020,0.00072809951,7198.3943,0.00019117223,2.4456918e-05,0.0022622947,0.066151394,2.6688123e-05]
#UO MPFIT Standard Dev:     0.0068101442
#UO MPFIT Max relative dev:      0.024678677
#UO MPFIT Average relative dev:     0.0046969070
#UP MPFIT guess (Waasmaier&Kirfel) data:     25.91001300    32.34413900    13.76511700     2.75140400    17.06440500   -26.85197100     2.37391200     0.00203400    13.48196900   125.83651000     0.23691600
    25.66612063  4192.75632504    13.95736847     2.72815093    17.00044486 -4187.69180909     2.29102865     0.00001424    12.50615875   111.05763849     0.23787894
#S  66  Dy
#N 11
#L a1  a2  a3  a4  a5  c  b1  b2  b3  b4  b5
#UO MPFIT End status:        7
#UO MPFIT Iterations:          292
#UO MPFIT Parameter error: [0.0012727428,8050.6417,0.0013755975,0.0011577383,0.00069924826,8050.6421,0.00017911884,2.3065995e-05,0.0021290949,0.063054136,2.6049128e-05]
#UO MPFIT Standard Dev:     0.0065006199
#UO MPFIT Max relative dev:      0.030379471
#UO MPFIT Average relative dev:     0.0046367010
#UP MPFIT guess (Waasmaier&Kirfel) data:     26.67178500    88.68757600    14.06544500     2.76849700    17.06778100   -83.27983100     2.28259300     0.00066500    12.92023000   121.93718700     0.22553100
    26.38323252  4398.24494424    14.26736529     2.76532287    16.97289395 -4393.23947589     2.20308248     0.00001260    11.95434176   106.89618428     0.22734974
#S  67  Ho
#N 11
#L a1  a2  a3  a4  a5  c  b1  b2  b3  b4  b5
#UO MPFIT End status:        7
#UO MPFIT Iterations:          330
#UO MPFIT Parameter error: [0.0012796200,0.00085994535,0.0013707434,0.0010845845,10284.449,10284.449,0.00016838488,2.7198849e-05,0.0019526207,0.057267933,3.8844211e-05]
#UO MPFIT Standard Dev:     0.0060248075
#UO MPFIT Max relative dev:      0.032246787
#UO MPFIT Average relative dev:     0.0044235905
#UP MPFIT guess (Waasmaier&Kirfel) data:     27.15019000    16.99981900    14.05933400     3.38697900    46.54647100   -41.16525300     2.16966000     0.21541400    12.21314800   100.50678300     0.00121100
    27.09405383    16.93749917    14.58634079     2.80145206  3698.14032223 -3693.18846082     2.11867358     0.21749694    11.43043354   102.92181598     0.00001396
#S  68  Er
#N 11
#L a1  a2  a3  a4  a5  c  b1  b2  b3  b4  b5
#UO MPFIT End status:        7
#UO MPFIT Iterations:          309
#UO MPFIT Parameter error: [0.0012873944,8307.0304,0.0013754021,0.0010729220,0.00074846752,8307.0308,0.00015766817,2.4221871e-05,0.0018271472,0.054670665,2.5045355e-05]
#UO MPFIT Standard Dev:     0.0056550368
#UO MPFIT Max relative dev:      0.032143151
#UO MPFIT Average relative dev:     0.0044412749
#UP MPFIT guess (Waasmaier&Kirfel) data:     28.17488700    82.49327100    14.62400200     2.80275600    17.01851500   -77.13522300     2.12099500     0.00064000    11.91525600   114.52993800     0.20751900
    27.81053249  4104.64353871    14.88325935     2.83483528    16.89331430 -4099.71721767     2.04181579     0.00001196    10.95422544    99.42542607     0.20889623
#S  69  Tm
#N 11
#L a1  a2  a3  a4  a5  c  b1  b2  b3  b4  b5
#UO MPFIT End status:        7
#UO MPFIT Iterations:          226
#UO MPFIT Parameter error: [0.0012925141,9736.1316,0.0014000182,0.0010878917,0.0011562959,9736.1326,0.00015287978,6.8348800e-05,0.0017560786,0.053828475,2.9494448e-05]
#UO MPFIT Standard Dev:     0.0050643365
#UO MPFIT Max relative dev:      0.042142252
#UO MPFIT Average relative dev:     0.0040479124
#UP MPFIT guess (Waasmaier&Kirfel) data:     28.92589400    76.17379800    14.90470400     2.81481200    16.99811700   -70.83981300     2.04620300     0.00065600    11.46537500   111.41198000     0.19937600
    28.52850085  2445.57145486    15.22240776     2.86116529    16.92020688 -2440.77861007     1.96383816     0.00001716    10.48926663    96.46598501     0.19884908
#S  70  Yb
#N 11
#L a1  a2  a3  a4  a5  c  b1  b2  b3  b4  b5
#UO MPFIT End status:        7
#UO MPFIT Iterations:          216
#UO MPFIT Parameter error: [0.0012916368,9026.2383,0.0013723065,0.0010231186,0.0011551208,9026.2393,0.00014317068,7.1794746e-05,0.0016091568,0.047040918,2.8560253e-05]
#UO MPFIT Standard Dev:     0.0047427463
#UO MPFIT Max relative dev:      0.043572115
#UO MPFIT Average relative dev:     0.0039297307
#UP MPFIT guess (Waasmaier&Kirfel) data:     29.67676000    65.62406900    15.16085400     2.83028800    16.99785000   -60.31381200     1.97763000     0.00072000    11.04462200   108.13915300     0.19211000
    29.24441972  2212.27369164    15.49510957     2.92480251    16.89099012 -2207.52991878     1.89336193     0.00001759    10.05627636    91.69307079     0.19084871
#S  71  Lu
#N 11
#L a1  a2  a3  a4  a5  c  b1  b2  b3  b4  b5
#UO MPFIT End status:        7
#UO MPFIT Iterations:          217
#UO MPFIT Parameter error: [0.0013775821,0.0014883124,7494.7993,0.0013976790,0.0011414998,7494.8002,0.00013741909,0.0017082903,6.0709482e-05,0.039461295,2.7515354e-05]
#UO MPFIT Standard Dev:     0.0047556859
#UO MPFIT Max relative dev:      0.042904174
#UO MPFIT Average relative dev:     0.0040086084
#UP MPFIT guess (Waasmaier&Kirfel) data:     30.12286600    15.09934600    56.31489900     3.54098000    16.94372900   -51.04941600     1.88309000    10.34276400     0.00078000    89.55925000     0.18384900
    29.69788948    15.47177518  2097.86718749     3.60694158    16.82362572 -2093.19263162     1.80307602     9.47929223     0.00001698    77.64749351     0.18222067
#S  72  Hf
#N 11
#L a1  a2  a3  a4  a5  c  b1  b2  b3  b4  b5
#UO MPFIT End status:        7
#UO MPFIT Iterations:          236
#UO MPFIT Parameter error: [0.0014602775,0.0014723407,8261.7812,0.0015785930,0.0010026263,8261.7816,0.00013658412,0.0017706452,4.9470361e-05,0.026148996,2.7296172e-05]
#UO MPFIT Standard Dev:     0.0044951366
#UO MPFIT Max relative dev:      0.043877119
#UO MPFIT Average relative dev:     0.0039334873
#UP MPFIT guess (Waasmaier&Kirfel) data:     30.61703300    15.14535100    54.93354800     4.09625300    16.89615600   -49.71983700     1.79561300     9.93446900     0.00073900    76.18970500     0.17591400
    30.11062139    15.40407022  2274.03155954     4.38097094    16.78436412 -2269.46340922     1.71565360     8.96253008     0.00001361    63.95107044     0.17352112
#S  73  Ta
#N 11
#L a1  a2  a3  a4  a5  c  b1  b2  b3  b4  b5
#UO MPFIT End status:        7
#UO MPFIT Iterations:          177
#UO MPFIT Parameter error: [0.0014088332,0.0014569331,10139.788,0.0015689114,0.0017104001,10139.790,0.00013025701,0.0016829524,0.00014607875,0.020364068,3.1473094e-05]
#UO MPFIT Standard Dev:     0.0043265347
#UO MPFIT Max relative dev:      0.043211827
#UO MPFIT Average relative dev:     0.0038722409
#UP MPFIT guess (Waasmaier&Kirfel) data:     31.06635900    15.34182300    49.27829700     4.57766500    16.82832100   -44.11902600     1.70873200     9.61845500     0.00076000    66.34619900     0.16800200
    30.57052118    15.57376402  1353.88450796     4.87958160    16.74532612 -1349.42935153     1.63430749     8.68104102     0.00001949    56.83069217     0.16513675
#S  74  W 
#N 11
#L a1  a2  a3  a4  a5  c  b1  b2  b3  b4  b5
#UO MPFIT End status:        7
#UO MPFIT Iterations:           49
#UO MPFIT Parameter error: [0.0013839043,0.0014523387,8042.8741,0.0017012628,0.0015997995,8042.8755,0.00012098637,0.0016479740,0.00012941287,0.017445000,3.0806963e-05]
#UO MPFIT Standard Dev:     0.0039791021
#UO MPFIT Max relative dev:      0.041040607
#UO MPFIT Average relative dev:     0.0037079665
#UP MPFIT guess (Waasmaier&Kirfel) data:     31.50790000    15.68249800    37.96012900     4.88550900    16.79211200   -32.86457400     1.62948500     9.44644800     0.00089800    59.98067500     0.16079800
    30.98784842    15.84365824  1085.37020439     5.34491722    16.75914099 -1081.10872457     1.55377182     8.43294944     0.00001745    50.66121806     0.15616127
#S  75  Re
#N 11
#L a1  a2  a3  a4  a5  c  b1  b2  b3  b4  b5
#UO MPFIT End status:        7
#UO MPFIT Iterations:          163
#UO MPFIT Parameter error: [0.0013194050,0.0014668102,7765.9745,0.0018542480,0.0014131613,7765.9755,0.00011111005,0.0016054540,0.00010915141,0.015225467,2.8102747e-05]
#UO MPFIT Standard Dev:     0.0041221442
#UO MPFIT Max relative dev:      0.036958004
#UO MPFIT Average relative dev:     0.0037828448
#UP MPFIT guess (Waasmaier&Kirfel) data:     31.88845600    16.11710400    42.39029700     5.21166900    16.76759100   -37.41268200     1.54923800     9.23347400     0.00068900    54.51637300     0.15281500
    31.36764074    16.20662904  1140.89802522     5.70714498    16.65069139 -1136.66620413     1.48081504     8.26474305     0.00001603    45.63908603     0.14966164
#S  76  Os
#N 11
#L a1  a2  a3  a4  a5  c  b1  b2  b3  b4  b5
#UO MPFIT End status:        7
#UO MPFIT Iterations:           34
#UO MPFIT Parameter error: [0.0012532163,0.0015132397,8459.2258,0.0019314456,0.0019288693,8459.2271,0.00010334617,0.0015085378,0.00035974851,0.013985543,3.0042773e-05]
#UO MPFIT Standard Dev:     0.0039031286
#UO MPFIT Max relative dev:      0.037610976
#UO MPFIT Average relative dev:     0.0036174920
#UP MPFIT guess (Waasmaier&Kirfel) data:     32.21029700    16.67844000    48.55990600     5.45583900    16.73553300   -43.67795600     1.47353100     9.04969500     0.00051900    50.21020100     0.14577100
    31.75193454    16.78095382   410.94969397     5.94974979    16.75723964  -407.05071307     1.40570152     8.12076847     0.00001747    42.41784435     0.13977093
#S  77  Ir
#N 11
#L a1  a2  a3  a4  a5  c  b1  b2  b3  b4  b5
#UO MPFIT End status:        7
#UO MPFIT Iterations:           10
#UO MPFIT Parameter error: [0.0018295025,0.011416719,0.00056293400,0.0071309659,0.0070063132,0.00028613620,0.00010052472,0.33814579,1.0295174e-05,0.0031822663,0.055028130]
#UO MPFIT Standard Dev:     0.0027653866
#UO MPFIT Max relative dev:      0.035971951
#UO MPFIT Average relative dev:     0.0035639860
#UP MPFIT guess (Waasmaier&Kirfel) data:     32.00443600     1.97545400    17.07010500    15.93945400     5.99000300     4.01889300     1.35376700    81.01417500     0.12809300     7.66119600    26.65940300
    31.76739790     1.41742145    16.74659192    16.21969187     6.34032022     3.65295339     1.32218506    81.15672344     0.13119994     7.35439190    26.57488749
#S  78  Pt
#N 11
#L a1  a2  a3  a4  a5  c  b1  b2  b3  b4  b5
#UO MPFIT End status:        7
#UO MPFIT Iterations:           26
#UO MPFIT Parameter error: [322.22081,0.0016793187,0.00051501287,0.0022353238,322.22081,0.00029061062,16.593777,0.0013484901,9.7997885e-06,0.011927935,392.61733]
#UO MPFIT Standard Dev:     0.0036155619
#UO MPFIT Max relative dev:      0.031191049
#UO MPFIT Average relative dev:     0.0035208558
#UP MPFIT guess (Waasmaier&Kirfel) data:     31.27389100    18.44544000    17.06374500     5.55593300     1.57527000     4.05039400     1.31699200     8.79715400     0.12474100    40.17799400     1.31699700
    30.98992203    18.15501717    16.67920729     6.30866056     1.30977395     3.63949590     1.27222945     7.83558995     0.12654931    36.86734925     1.27222941
#S  79  Au
#N 11
#L a1  a2  a3  a4  a5  c  b1  b2  b3  b4  b5
#UO MPFIT End status:        7
#UO MPFIT Iterations:          159
#UO MPFIT Parameter error: [0.0037956417,0.0021591573,0.0010789013,0.0028654302,4813.4873,4813.4905,3.5040068e-05,0.0014207821,8.2562148e-05,0.012788179,0.00034472234]
#UO MPFIT Standard Dev:     0.0033099770
#UO MPFIT Max relative dev:      0.037221067
#UO MPFIT Average relative dev:     0.0034307499
#UP MPFIT guess (Waasmaier&Kirfel) data:     16.77739000    19.31715600    32.97968300     5.59545300    10.57685400    -6.27907800     0.12273700     8.62157000     1.25690200    38.00882000     0.00060100
    16.88254232    19.37581635    32.62146048     6.01941144   432.23434409  -429.07568590     0.11690541     7.87648778     1.20474478    32.97062267    -0.00003099
#S  80  Hg
#N 11
#L a1  a2  a3  a4  a5  c  b1  b2  b3  b4  b5
#UO MPFIT End status:        7
#UO MPFIT Iterations:           20
#UO MPFIT Parameter error: [0.00052966205,0.0019072080,1695.7930,0.0025182657,1695.7931,0.00031816206,9.8209664e-06,0.0012345785,71.842485,0.011167523,406.67764]
#UO MPFIT Standard Dev:     0.0037509673
#UO MPFIT Max relative dev:      0.014910259
#UO MPFIT Average relative dev:     0.0033649454
#UP MPFIT guess (Waasmaier&Kirfel) data:     16.83989000    20.02382300    28.42856400     5.88156400     4.71470600     4.07647800     0.11590500     8.25692700     1.19525000    39.24722700     1.19525000
    16.43979396    19.91863890    27.76463255     6.41022928     4.90481781     3.58984976     0.11673200     7.55331808     1.15426441    33.30365931     1.15426437
#S  81  Tl
#N 11
#L a1  a2  a3  a4  a5  c  b1  b2  b3  b4  b5
#UO MPFIT End status:        7
#UO MPFIT Iterations:            8
#UO MPFIT Parameter error: [0.00057108057,0.0052625555,0.0013123518,0.0037353799,0.0044245677,0.00032973486,9.9590939e-06,0.0019154795,7.2047854e-05,0.28890663,0.027930821]
#UO MPFIT Standard Dev:     0.0031696608
#UO MPFIT Max relative dev:      0.013599401
#UO MPFIT Average relative dev:     0.0033798231
#UP MPFIT guess (Waasmaier&Kirfel) data:     16.63079500    19.38661600    32.80857100     1.74719100     6.35686200     4.06693900     0.11070400     7.18140100     1.11973000    90.66026300    26.01497800
    16.27949672    19.61124539    32.52808287     1.21893192     6.82864702     3.56321128     0.11193237     6.83979837     1.09072759   118.61695437    25.09178834
#S  82  Pb
#N 11
#L a1  a2  a3  a4  a5  c  b1  b2  b3  b4  b5
#UO MPFIT End status:        7
#UO MPFIT Iterations:            7
#UO MPFIT Parameter error: [0.00057784482,0.0012673567,0.0038656579,0.0052808794,0.0044969105,0.00034394808,9.8750632e-06,6.8489529e-05,0.031035917,0.23511264,0.0016245384]
#UO MPFIT Standard Dev:     0.0035326256
#UO MPFIT Max relative dev:      0.014043183
#UO MPFIT Average relative dev:     0.0036439267
#UP MPFIT guess (Waasmaier&Kirfel) data:     16.41956700    32.73859000     6.53024700     2.34274200    19.91647500     4.04982400     0.10549900     1.05504900    25.02589000    80.90659300     6.66444900
    16.15573594    32.56471040     6.74799686     1.62318006    20.37867502     3.53108830     0.10731472     1.03828673    25.84002437   104.03280242     6.51727715
#S  83  Bi
#N 11
#L a1  a2  a3  a4  a5  c  b1  b2  b3  b4  b5
#UO MPFIT End status:        7
#UO MPFIT Iterations:            7
#UO MPFIT Parameter error: [0.00059626447,0.0012602318,0.0050649722,0.0074426085,0.0037447125,0.00037227660,1.0116393e-05,6.7487076e-05,0.032693316,0.22994226,0.0013910790]
#UO MPFIT Standard Dev:     0.0039400110
#UO MPFIT Max relative dev:      0.014754438
#UO MPFIT Average relative dev:     0.0039117386
#UP MPFIT guess (Waasmaier&Kirfel) data:     16.28227400    32.72513600     6.67830200     2.69475000    20.57655900     4.04091400     0.10118000     1.00228700    25.71414600    77.05754900     6.29188200
    16.05513439    32.57219633     7.10079270     1.82264739    20.92330655     3.49908832     0.10310727     0.99041508    26.79675111    92.39516651     6.16859916
#S  84  Po
#N 11
#L a1  a2  a3  a4  a5  c  b1  b2  b3  b4  b5
#UO MPFIT End status:        7
#UO MPFIT Iterations:           10
#UO MPFIT Parameter error: [0.00061700738,0.0012732789,0.0032811513,0.0096683660,0.0070244691,0.00040808566,1.0397662e-05,6.6927021e-05,0.0012262352,0.24064279,0.032573321]
#UO MPFIT Standard Dev:     0.0041896633
#UO MPFIT Max relative dev:      0.017282810
#UO MPFIT Average relative dev:     0.0040606113
#UP MPFIT guess (Waasmaier&Kirfel) data:     16.28916400    32.80717100    21.09516300     2.50590100     7.25458900     4.04655600     0.09812100     0.96626500     6.04662200    76.59806800    28.09612800
    15.92966393    32.53463621    21.26597071     1.85348130     7.90481807     3.45521535     0.09871917     0.94233879     5.77485734    84.25758041    27.14259799
#S  85  At
#N 11
#L a1  a2  a3  a4  a5  c  b1  b2  b3  b4  b5
#UO MPFIT End status:        7
#UO MPFIT Iterations:            9
#UO MPFIT Parameter error: [0.00063852222,0.0012904059,0.0080169963,0.010501270,0.0028392172,0.00041918893,1.0406431e-05,6.5792669e-05,0.028259414,0.25355778,0.0010822999]
#UO MPFIT Standard Dev:     0.0043559396
#UO MPFIT Max relative dev:      0.018629143
#UO MPFIT Average relative dev:     0.0042486875
#UP MPFIT guess (Waasmaier&Kirfel) data:     16.01146100    32.61554700     8.11389900     2.88408200    21.37786700     3.99568400     0.09263900     0.90441600    26.54325700    68.37296300     5.49951200
    15.82334418    32.46748196     9.01250570     1.72434540    21.46356994     3.42272786     0.09486320     0.89843768    27.00385753    79.63992570     5.39445822
#S  86  Rn
#N 11
#L a1  a2  a3  a4  a5  c  b1  b2  b3  b4  b5
#UO MPFIT End status:        7
#UO MPFIT Iterations:           13
#UO MPFIT Parameter error: [0.00066450088,0.0013392946,0.0025211574,0.010536193,0.0082362048,0.00045936601,1.0812357e-05,6.5818035e-05,0.00097408888,0.27121511,0.023329840]
#UO MPFIT Standard Dev:     0.0045279222
#UO MPFIT Max relative dev:      0.021452608
#UO MPFIT Average relative dev:     0.0042605840
#UP MPFIT guess (Waasmaier&Kirfel) data:     16.07022900    32.64110600    21.48965800     2.29921800     9.48018400     4.02097700     0.09043700     0.87640900     5.23968700    69.18847700    27.63264100
    15.71714768    32.36554794    21.55254018     1.54577949    10.31957180     3.38282129     0.09111052     0.85619893     5.01523482    76.65511543    26.25222808
#S  87  Fr
#N 11
#L a1  a2  a3  a4  a5  c  b1  b2  b3  b4  b5
#UO MPFIT End status:        7
#UO MPFIT Iterations:            8
#UO MPFIT Parameter error: [0.00068096421,0.0013364590,0.0017610386,0.0014259003,0.0019817542,0.00050612331,1.1269463e-05,6.4258117e-05,0.00078398403,0.22296096,0.0075227794]
#UO MPFIT Standard Dev:     0.0046517501
#UO MPFIT Max relative dev:      0.023722606
#UO MPFIT Average relative dev:     0.0041847782
#UP MPFIT guess (Waasmaier&Kirfel) data:     16.00738500    32.66383000    21.59435100     1.59849700    11.12119200     4.00347200     0.08703100     0.84018700     4.95446700   199.80580100    26.90510600
    15.61356578    32.29005100    21.58808798     1.52079712    11.49239752     3.33918799     0.08744016     0.81690795     4.68491604   187.13075688    24.42129865
#S  88  Ra
#N 11
#L a1  a2  a3  a4  a5  c  b1  b2  b3  b4  b5
#UO MPFIT End status:        7
#UO MPFIT Iterations:            9
#UO MPFIT Parameter error: [0.0014304381,0.0020841826,0.0024068549,0.0021728803,0.00070626487,0.00052389719,6.4892922e-05,0.00081616501,0.0077935657,0.13133472,1.1164245e-05]
#UO MPFIT Standard Dev:     0.0049756391
#UO MPFIT Max relative dev:      0.025762553
#UO MPFIT Average relative dev:     0.0044674636
#UP MPFIT guess (Waasmaier&Kirfel) data:     32.56369000    21.39667100    11.29809300     2.83468800    15.91496500     3.98177300     0.80198000     4.59066600    22.75897200   160.40438800     0.08354400
    32.26137613    21.47411433    11.54875240     2.70070705    15.53353668     3.29342205     0.78242755     4.39338862    21.26815521   145.78453108     0.08389021
#S  89  Ac
#N 11
#L a1  a2  a3  a4  a5  c  b1  b2  b3  b4  b5
#UO MPFIT End status:        7
#UO MPFIT Iterations:           10
#UO MPFIT Parameter error: [0.00074103134,0.0015059680,0.0022582312,0.0023822597,0.0026888480,0.00057660257,1.1570128e-05,6.5769934e-05,0.00081033340,0.0083954561,0.076378965]
#UO MPFIT Standard Dev:     0.0048690617
#UO MPFIT Max relative dev:      0.027412028
#UO MPFIT Average relative dev:     0.0043777774
